

NRC Optimism--Pessimism Association Lexicon
(OPAL)
Version 0.1
1 June 2013
Copyright (C) 2011 National Research Council Canada (NRC)
Contact: Saif Mohammad (saif.mohammad@nrc-cnrc.gc.ca)

1. This copy of the NRC Optimism--Pessimism Association Lexicon is to
be used for research purposes only.  Please contact NRC if interested 
in a commercial license.

2. Do not redistribute the NRC Emotion Lexicon. Please refer
interested parties to Saif Mohammad (saif.mohammad@nrc-cnrc.gc.ca).

.......................................................................

OPAL
----
The OPAL is a list of terms and their associations with optimism and pessimism. 
The lexicon was created automatically from about 140,000 tweets that had
at least one of the following hashtags: #optimism, #optimistic, #pessimism,
and #pessimistic. It may be noted that close to 120,000 tweets pertained
to optimism and only 20,000 pertained to pessimism.

Positive scores indicate association with optimism, whereas negative scores
indicate association with pessimism. The terms with scores close to 0
(on either side) are realtively weak indicators of optimism--pessimism
and can be ignored in certain applications.

.......................................................................

The list below is for bigrams.

bigram	score	NumberOfTimesCooccuredWithOptimism	NumberOfTimesCooccuredWithPessimism
to grow	0.248	15	1
outside ,	0.248	15	1
again :	0.248	15	1
good life	0.248	15	1
life you	0.248	15	1
like things	0.248	15	1
wanting to	0.248	15	1
problem .	0.248	15	1
go into	0.248	15	1
they might	0.248	15	1
long and	0.248	15	1
the super	0.248	15	1
better place	0.248	15	1
one and	0.248	15	1
europa league	0.248	15	1
and on	0.248	15	1
semester ,	0.248	15	1
off for	0.248	15	1
days like	0.248	15	1
closes another	0.248	15	1
if today	0.248	15	1
problem is	0.248	15	1
24 hours	0.248	15	1
turn around	0.245	56	4
way to	0.245	234	17
your day	0.245	56	4
even if	0.244	138	10
over the	0.24	83	6
of every	0.237	42	3
will find	0.237	42	3
go through	0.237	42	3
up tomorrow	0.237	42	3
bring on	0.237	42	3
just one	0.237	42	3
will fall	0.237	42	3
even when	0.237	42	3
now ,	0.236	164	12
of school	0.235	69	5
they can	0.235	69	5
to finish	0.235	69	5
see you	0.235	69	5
with my	0.235	218	16
if you	0.233	461	34
have a	0.23	1323	98
today and	0.228	82	6
to you	0.228	82	6
to look	0.228	257	19
guess it	0.227	55	4
have to	0.226	753	56
more than	0.225	122	9
first day	0.225	122	9
it could	0.225	189	14
this time	0.225	216	16
first time	0.223	95	7
no idea	0.222	28	2
we shall	0.222	28	2
now to	0.222	28	2
love life	0.222	28	2
out i	0.222	28	2
get that	0.222	28	2
new one	0.222	28	2
goes to	0.222	28	2
me out	0.222	28	2
me back	0.222	28	2
someone to	0.222	28	2
day after	0.222	28	2
time :	0.222	28	2
brighter side	0.222	28	2
there ,	0.222	28	2
the great	0.222	28	2
had an	0.222	28	2
as they	0.222	28	2
near future	0.222	28	2
on in	0.222	28	2
see if	0.22	108	8
today :	0.22	68	5
find a	0.22	108	8
have an	0.216	81	6
the playoffs	0.213	41	3
for tonight	0.213	41	3
but a	0.213	41	3
the days	0.213	41	3
but that	0.213	94	7
this weekend	0.213	147	11
to leave	0.213	41	3
left to	0.213	41	3
these days	0.208	54	4
around the	0.208	54	4
after the	0.208	54	4
way of	0.208	54	4
more to	0.208	54	4
the day	0.207	489	37
the next	0.206	317	24
do is	0.205	67	5
but it	0.204	369	28
on this	0.201	106	8
you get	0.201	106	8
back .	0.201	106	8
not the	0.199	158	12
the weather	0.192	105	8
the lottery	0.19	66	5
for .	0.19	53	4
believe in	0.19	66	5
have some	0.188	40	3
has the	0.188	40	3
amount of	0.188	40	3
all in	0.188	40	3
and to	0.188	40	3
in 2013	0.188	40	3
day ?	0.188	40	3
hope and	0.186	27	2
year has	0.186	27	2
lost ,	0.186	27	2
of getting	0.186	27	2
re -	0.186	27	2
even tho	0.186	27	2
is your	0.186	27	2
was not	0.186	27	2
instead of	0.186	156	12
being in	0.186	27	2
ve already	0.186	27	2
yes .	0.186	27	2
pair of	0.186	27	2
before .	0.186	27	2
go in	0.186	27	2
to hit	0.186	27	2
hours left	0.186	27	2
the brighter	0.186	27	2
staying positive	0.186	27	2
this week	0.185	478	37
what the	0.185	143	11
could be	0.183	400	31
full .	0.182	104	8
is that	0.18	232	18
is awesome	0.179	14	1
come and	0.179	14	1
the blue	0.179	14	1
sometimes things	0.179	14	1
know who	0.179	14	1
the bigger	0.179	14	1
shot .	0.179	14	1
getting excited	0.179	14	1
have not	0.179	14	1
awake .	0.179	14	1
up &amp	0.179	14	1
changes in	0.179	14	1
mood for	0.179	14	1
because he	0.179	14	1
success .	0.179	14	1
does this	0.179	14	1
days off	0.179	14	1
sad that	0.179	14	1
and realize	0.179	14	1
the main	0.179	14	1
news ,	0.179	14	1
positive thing	0.179	14	1
point ,	0.179	14	1
it still	0.179	14	1
only time	0.179	14	1
and making	0.179	14	1
season in	0.179	14	1
football .	0.179	14	1
will it	0.179	14	1
you try	0.179	14	1
summer '	0.179	14	1
lives .	0.179	14	1
is if	0.179	14	1
not giving	0.179	14	1
math test	0.179	14	1
points .	0.179	14	1
the girl	0.179	14	1
walk to	0.179	14	1
than me	0.179	14	1
wins the	0.179	14	1
myself up	0.179	14	1
have such	0.179	14	1
bottle of	0.179	14	1
together !	0.179	14	1
know is	0.179	14	1
our way	0.179	14	1
in being	0.179	14	1
again in	0.179	14	1
the championship	0.179	14	1
pumped for	0.179	14	1
want for	0.179	14	1
well and	0.179	14	1
love for	0.179	14	1
learning to	0.179	14	1
really can	0.179	14	1
in 10	0.179	14	1
from all	0.179	14	1
holidays .	0.179	14	1
what u	0.179	14	1
chapter of	0.179	14	1
early for	0.179	14	1
person that	0.179	14	1
10 :	0.179	14	1
15 minutes	0.179	14	1
but one	0.179	14	1
alone ,	0.179	14	1
that your	0.179	14	1
the browns	0.179	14	1
hope !	0.179	14	1
thoughts and	0.179	14	1
will become	0.179	14	1
my love	0.179	14	1
for her	0.179	14	1
the all	0.179	14	1
changed .	0.179	14	1
think 2013	0.179	14	1
and is	0.179	14	1
to sign	0.179	14	1
just let	0.179	14	1
came back	0.179	14	1
morning :	0.179	14	1
beautiful .	0.179	14	1
game today	0.179	14	1
out ?	0.179	14	1
so #optimistic	0.179	14	1
come from	0.179	14	1
to seeing	0.179	14	1
fun and	0.179	14	1
am a	0.179	14	1
your thoughts	0.179	14	1
gets to	0.179	14	1
text me	0.179	14	1
tomorrow has	0.179	14	1
wear my	0.179	14	1
road .	0.179	14	1
just when	0.179	14	1
depends on	0.179	14	1
luck with	0.179	14	1
this thing	0.179	14	1
to rain	0.179	14	1
about ,	0.179	14	1
some pretty	0.179	14	1
the water	0.179	14	1
guess its	0.179	14	1
done .	0.178	78	6
it will	0.176	525	41
love the	0.175	65	5
day in	0.175	65	5
to do	0.174	409	32
day to	0.172	103	8
excited about	0.169	90	7
trying to	0.165	355	28
me in	0.165	77	6
working out	0.163	39	3
myself to	0.163	39	3
at some	0.163	39	3
days !	0.163	39	3
over !	0.163	39	3
know the	0.163	39	3
if we	0.161	215	17
how you	0.16	64	5
over ,	0.16	64	5
time .	0.159	265	21
has been	0.158	227	18
having a	0.156	164	13
tomorrow ,	0.156	164	13
to turn	0.153	101	8
today has	0.153	101	8
up the	0.152	76	6
of them	0.152	76	6
of everything	0.151	51	4
it has	0.151	51	4
had a	0.15	300	24
wake up	0.15	275	22
have all	0.149	26	2
day ever	0.149	26	2
comes to	0.149	26	2
to summer	0.149	26	2
be perfect	0.149	26	2
am in	0.149	26	2
christmas break	0.149	26	2
win a	0.149	26	2
lot more	0.149	26	2
on for	0.149	26	2
even more	0.149	26	2
it now	0.149	26	2
for 3	0.149	26	2
the negatives	0.149	26	2
within the	0.149	26	2
are getting	0.149	26	2
as hell	0.149	26	2
guess i	0.149	113	9
the boys	0.149	26	2
come back	0.147	88	7
happy .	0.145	125	10
me a	0.145	125	10
all that	0.144	63	5
home .	0.144	63	5
to get	0.141	741	60
from my	0.139	75	6
full ,	0.137	38	3
go out	0.137	38	3
good times	0.137	38	3
can say	0.137	38	3
on me	0.137	38	3
year .	0.137	345	28
in the	0.137	1832	149
feel a	0.137	38	3
later .	0.137	38	3
me !	0.137	124	10
will have	0.135	136	11
last year	0.133	99	8
yes ,	0.132	50	4
just because	0.132	50	4
bad as	0.128	62	5
today is	0.128	768	63
about today	0.126	74	6
today ,	0.124	268	22
the rest	0.123	207	17
my head	0.121	122	10
my way	0.12	134	11
gonna be	0.118	917	76
last night	0.113	157	13
got the	0.112	61	5
me feel	0.112	61	5
the long	0.111	37	3
anything .	0.111	37	3
time and	0.111	37	3
put on	0.111	37	3
today ?	0.111	49	4
test .	0.111	49	4
thanks for	0.111	49	4
maybe we	0.111	49	4
the light	0.111	37	3
break .	0.111	49	4
is an	0.111	49	4
life gives	0.111	37	3
it feels	0.111	49	4
to your	0.111	37	3
sucked .	0.109	25	2
is actually	0.109	25	2
the title	0.109	25	2
all night	0.109	25	2
the near	0.109	25	2
point of	0.109	25	2
talking to	0.109	25	2
re a	0.109	25	2
the work	0.109	25	2
guys ,	0.109	25	2
just wait	0.109	25	2
telling me	0.109	25	2
against the	0.109	25	2
same thing	0.109	25	2
one is	0.109	25	2
lately ,	0.109	25	2
good or	0.109	25	2
get all	0.109	25	2
to cry	0.109	25	2
the middle	0.109	25	2
not a	0.107	180	15
never half	0.106	13	1
of mind	0.106	13	1
season starts	0.106	13	1
onto the	0.106	13	1
some .	0.106	13	1
everything !	0.106	13	1
guys ?	0.106	13	1
odds of	0.106	13	1
hand ,	0.106	13	1
has changed	0.106	13	1
run ,	0.106	13	1
fuck you	0.106	13	1
know everything	0.106	13	1
step up	0.106	13	1
he won	0.106	13	1
fuck ,	0.106	13	1
until my	0.106	13	1
could this	0.106	13	1
stress ,	0.106	13	1
is off	0.106	13	1
now the	0.106	13	1
be sunny	0.106	13	1
had my	0.106	13	1
weeks to	0.106	13	1
hoping its	0.106	13	1
guess we	0.106	13	1
remember when	0.106	13	1
this just	0.106	13	1
week '	0.106	13	1
glad you	0.106	13	1
it here	0.106	13	1
is some	0.106	13	1
for life	0.106	13	1
in january	0.106	13	1
are no	0.106	13	1
like these	0.106	13	1
been on	0.106	13	1
hand .	0.106	13	1
up next	0.106	13	1
actually looking	0.106	13	1
opportunities .	0.106	13	1
hmm .	0.106	13	1
going down	0.106	13	1
growing up	0.106	13	1
could make	0.106	13	1
and excited	0.106	13	1
at everything	0.106	13	1
full time	0.106	13	1
the uk	0.106	13	1
day as	0.106	13	1
high and	0.106	13	1
love a	0.106	13	1
crap .	0.106	13	1
as to	0.106	13	1
top .	0.106	13	1
finally got	0.106	13	1
this last	0.106	13	1
but let	0.106	13	1
get away	0.106	13	1
not quite	0.106	13	1
reasons why	0.106	13	1
off of	0.106	13	1
any situation	0.106	13	1
than to	0.106	13	1
league ,	0.106	13	1
another chance	0.106	13	1
was hoping	0.106	13	1
for improvement	0.106	13	1
said that	0.106	13	1
tweet to	0.106	13	1
getting closer	0.106	13	1
of dandelions	0.106	13	1
of not	0.106	13	1
job in	0.106	13	1
and well	0.106	13	1
so let	0.106	13	1
to today	0.106	13	1
the series	0.106	13	1
give them	0.106	13	1
the pain	0.106	13	1
work but	0.106	13	1
my good	0.106	13	1
good when	0.106	13	1
smell like	0.106	13	1
under a	0.106	13	1
result .	0.106	13	1
after tomorrow	0.106	13	1
like all	0.106	13	1
be sick	0.106	13	1
for 5	0.106	13	1
have made	0.106	13	1
of looking	0.106	13	1
the goal	0.106	13	1
by day	0.106	13	1
is much	0.106	13	1
up hope	0.106	13	1
sit back	0.106	13	1
life but	0.106	13	1
anymore #optimistic	0.106	13	1
town .	0.106	13	1
planning to	0.106	13	1
this girl	0.106	13	1
us all	0.106	13	1
you too	0.106	13	1
case i	0.106	13	1
plan a	0.106	13	1
thinking positive	0.106	13	1
have 4	0.106	13	1
week was	0.106	13	1
you happy	0.106	13	1
every little	0.106	13	1
agree with	0.106	13	1
through all	0.106	13	1
something tells	0.106	13	1
doing a	0.106	13	1
and with	0.106	13	1
chances are	0.106	13	1
back ?	0.106	13	1
one class	0.106	13	1
alive !	0.106	13	1
matters .	0.106	13	1
say its	0.106	13	1
up today	0.106	13	1
fix it	0.106	13	1
with one	0.106	13	1
the kind	0.106	13	1
and you	0.105	132	11
with me	0.102	96	8
for it	0.1	84	7
life .	0.098	391	33
less than	0.098	72	6
though .	0.098	202	17
get some	0.095	60	5
listening to	0.095	60	5
for all	0.095	60	5
get out	0.095	60	5
okay ,	0.095	60	5
everything i	0.091	48	4
am so	0.091	48	4
to have	0.091	318	27
outlook on	0.091	48	4
in my	0.088	598	51
about this	0.088	118	10
come .	0.088	83	7
work .	0.087	153	13
what i	0.087	305	26
as i	0.085	176	15
not as	0.083	36	3
the bus	0.083	36	3
our lives	0.083	36	3
told me	0.083	36	3
get into	0.083	36	3
point in	0.083	36	3
to deal	0.083	36	3
for every	0.083	36	3
glad i	0.079	59	5
in such	0.079	59	5
happy and	0.079	59	5
so bad	0.079	117	10
that my	0.076	82	7
you could	0.076	82	7
im gonna	0.07	47	4
to live	0.07	70	6
be nice	0.07	70	6
down .	0.07	116	10
to stay	0.07	116	10
just think	0.07	70	6
most of	0.07	70	6
bout to	0.07	47	4
do something	0.07	47	4
this summer	0.07	93	8
of being	0.07	70	6
my bed	0.069	24	2
went well	0.069	24	2
just trying	0.069	24	2
living in	0.069	24	2
start this	0.069	24	2
cold .	0.069	24	2
you win	0.069	24	2
every night	0.069	24	2
people don	0.069	24	2
night i	0.069	24	2
who i	0.069	24	2
and good	0.069	24	2
to pick	0.069	24	2
happy that	0.069	24	2
sometimes it	0.069	24	2
be pretty	0.069	24	2
here on	0.069	24	2
life :	0.069	24	2
you live	0.069	24	2
for him	0.069	24	2
the potential	0.069	24	2
things for	0.069	24	2
and can	0.069	24	2
life that	0.069	24	2
tuesday .	0.069	24	2
reality .	0.069	24	2
long run	0.069	24	2
days til	0.069	24	2
start to	0.067	127	11
life ,	0.067	127	11
know what	0.065	184	16
be on	0.064	81	7
wasn '	0.064	161	14
positive .	0.062	115	10
every day	0.062	115	10
down the	0.061	58	5
put a	0.056	69	6
bit of	0.056	69	6
with this	0.056	69	6
to move	0.056	69	6
just had	0.055	35	3
me so	0.055	35	3
and what	0.055	35	3
season ,	0.055	35	3
tonight and	0.055	35	3
that are	0.055	35	3
even a	0.055	35	3
great ,	0.055	35	3
hope for	0.05	170	15
way .	0.049	136	12
2013 is	0.049	136	12
if my	0.048	46	4
and start	0.048	46	4
very good	0.048	46	4
this .	0.046	158	14
we have	0.045	214	19
as a	0.045	214	19
hope .	0.044	57	5
prepared for	0.044	57	5
hope you	0.041	68	6
valentines day	0.041	68	6
the whole	0.041	68	6
and then	0.04	146	13
look forward	0.039	157	14
come to	0.036	101	9
up in	0.034	134	12
that you	0.033	145	13
is always	0.032	178	16
learn .	0.026	12	1
but ill	0.026	12	1
of that	0.026	45	4
are a	0.026	34	3
meet the	0.026	12	1
my side	0.026	12	1
world and	0.026	12	1
up this	0.026	34	3
difficulty in	0.026	12	1
brighten up	0.026	12	1
do but	0.026	12	1
plans .	0.026	12	1
was my	0.026	12	1
play -	0.026	12	1
live .	0.026	12	1
yourself ,	0.026	12	1
for awhile	0.026	12	1
some money	0.026	12	1
deep breath	0.026	12	1
ll change	0.026	12	1
evening .	0.026	12	1
my shit	0.026	12	1
miss my	0.026	12	1
now than	0.026	12	1
good result	0.026	12	1
that has	0.026	23	2
bag of	0.026	12	1
is turning	0.026	12	1
it ain	0.026	12	1
new life	0.026	23	2
suppose to	0.026	12	1
to call	0.026	12	1
strong .	0.026	12	1
and ready	0.026	23	2
we aren	0.026	12	1
face the	0.026	12	1
forward too	0.026	12	1
ll happen	0.026	23	2
care what	0.026	12	1
guy who	0.026	12	1
you thought	0.026	12	1
than 2012	0.026	12	1
car ,	0.026	12	1
ll feel	0.026	12	1
or even	0.026	12	1
great game	0.026	12	1
loss of	0.026	12	1
is true	0.026	23	2
to succeed	0.026	12	1
makes my	0.026	12	1
my thoughts	0.026	12	1
which will	0.026	12	1
feel bad	0.026	12	1
pay for	0.026	12	1
let that	0.026	12	1
off the	0.026	67	6
day that	0.026	23	2
first goal	0.026	12	1
it time	0.026	12	1
right in	0.026	12	1
you were	0.026	45	4
calm and	0.026	12	1
more months	0.026	12	1
family ,	0.026	12	1
last couple	0.026	12	1
light .	0.026	12	1
but i	0.026	1167	106
what makes	0.026	12	1
be fantastic	0.026	12	1
than one	0.026	12	1
phone is	0.026	12	1
on i	0.026	12	1
happen and	0.026	12	1
and in	0.026	23	2
bed by	0.026	12	1
couple weeks	0.026	12	1
going up	0.026	12	1
nice weather	0.026	12	1
can fall	0.026	23	2
now that	0.026	67	6
to share	0.026	12	1
gets me	0.026	12	1
over .	0.026	100	9
has come	0.026	12	1
of our	0.026	67	6
ya know	0.026	23	2
day yesterday	0.026	12	1
party .	0.026	12	1
the shower	0.026	12	1
side is	0.026	12	1
england to	0.026	12	1
this situation	0.026	12	1
things on	0.026	12	1
and ill	0.026	12	1
behind me	0.026	12	1
about these	0.026	12	1
exam is	0.026	12	1
get over	0.026	23	2
every moment	0.026	12	1
now time	0.026	12	1
very well	0.026	23	2
im glad	0.026	12	1
for half	0.026	12	1
in need	0.026	12	1
could happen	0.026	34	3
on fire	0.026	12	1
sense of	0.026	12	1
like shit	0.026	23	2
would like	0.026	23	2
or really	0.026	12	1
that comes	0.026	12	1
anything ,	0.026	23	2
wanted to	0.026	34	3
now just	0.026	12	1
to apply	0.026	12	1
maybe something	0.026	12	1
goes better	0.026	12	1
although i	0.026	23	2
for real	0.026	12	1
we r	0.026	12	1
the benefit	0.026	12	1
get more	0.026	12	1
weeds or	0.026	12	1
be something	0.026	12	1
suppose i	0.026	12	1
things seem	0.026	12	1
seen the	0.026	12	1
hear the	0.026	12	1
ll wake	0.026	12	1
will see	0.026	34	3
be here	0.026	23	2
my cup	0.026	12	1
the chance	0.026	34	3
to london	0.026	12	1
good month	0.026	12	1
got an	0.026	34	3
ruin the	0.026	12	1
mate .	0.026	23	2
whatever .	0.026	12	1
do list	0.026	12	1
the red	0.026	12	1
far from	0.026	12	1
ve only	0.026	12	1
really well	0.026	12	1
when the	0.026	78	7
working .	0.026	12	1
sunshine !	0.026	12	1
can honestly	0.026	12	1
summer is	0.026	34	3
out on	0.026	56	5
one '	0.026	12	1
not working	0.026	12	1
write my	0.026	12	1
sucked ,	0.026	12	1
really like	0.026	12	1
shitty .	0.026	12	1
the lockout	0.026	23	2
according to	0.026	34	3
please don	0.026	12	1
happened yet	0.026	12	1
holding out	0.026	12	1
lucky to	0.026	12	1
deserve to	0.026	12	1
need that	0.026	12	1
will love	0.026	12	1
why .	0.026	12	1
in 2	0.026	45	4
ready .	0.026	12	1
10 days	0.026	12	1
there are	0.026	155	14
change my	0.026	34	3
20 minutes	0.026	12	1
world series	0.026	12	1
semester and	0.026	12	1
and back	0.026	12	1
when u	0.026	12	1
optimistic ,	0.026	12	1
let them	0.026	12	1
what happened	0.026	12	1
been up	0.026	12	1
this paper	0.026	23	2
my worst	0.026	12	1
the winner	0.026	12	1
there in	0.026	12	1
if a	0.026	23	2
that at	0.026	12	1
tickets for	0.026	12	1
my chances	0.026	12	1
for not	0.026	12	1
long time	0.026	56	5
more open	0.026	12	1
you better	0.026	12	1
to know	0.026	56	5
and the	0.016	295	27
is coming	0.011	66	6
love you	0.008	55	5
hope we	0.008	55	5
soon .	0.008	109	10
has a	0.007	152	14
the road	0.004	44	4
the end	0.004	485	45
chance of	0.004	87	8
by a	0.004	44	4
just the	0.004	44	4
but im	0.004	44	4
all about	0.004	44	4
haha i	0.004	44	4
end ,	0.004	44	4
as half	0.004	44	4
decided to	0.004	44	4
better and	-0.002	33	3
be at	-0.002	33	3
its just	-0.002	33	3
world !	-0.002	33	3
we do	-0.002	33	3
maybe a	-0.002	33	3
he has	-0.002	33	3
know ,	-0.003	65	6
all my	-0.008	139	13
that much	-0.009	54	5
that ,	-0.009	54	5
nice to	-0.009	54	5
but if	-0.009	54	5
for that	-0.012	75	7
of my	-0.015	507	48
in a	-0.016	759	72
an excuse	-0.017	22	2
when my	-0.017	22	2
sick ,	-0.017	22	2
car .	-0.017	22	2
catch up	-0.017	22	2
do what	-0.017	22	2
on time	-0.017	22	2
then ,	-0.017	22	2
damn good	-0.017	22	2
night at	-0.017	22	2
will follow	-0.017	22	2
what can	-0.017	22	2
tired .	-0.017	22	2
off work	-0.017	22	2
on his	-0.017	22	2
bought a	-0.017	22	2
the old	-0.017	22	2
which i	-0.017	22	2
there for	-0.017	22	2
one for	-0.017	22	2
people to	-0.017	22	2
ve learned	-0.017	22	2
hopes for	-0.017	22	2
my time	-0.018	43	4
me i	-0.018	43	4
must be	-0.018	64	6
happen ,	-0.018	43	4
that it	-0.019	148	14
ve had	-0.019	85	8
of your	-0.023	116	11
lets see	-0.024	95	9
can go	-0.025	74	7
the time	-0.025	168	16
go to	-0.026	272	26
full of	-0.028	105	10
till the	-0.028	53	5
of time	-0.028	53	5
if this	-0.028	53	5
for this	-0.029	188	18
rest of	-0.029	188	18
for some	-0.03	84	8
worry about	-0.03	84	8
thing .	-0.03	84	8
out there	-0.03	84	8
being a	-0.03	84	8
good luck	-0.03	84	8
isn '	-0.031	333	32
like it	-0.032	115	11
bad !	-0.033	32	3
or maybe	-0.033	32	3
home and	-0.033	32	3
stuck in	-0.033	32	3
yet ,	-0.033	32	3
me happy	-0.033	32	3
been the	-0.033	32	3
enough .	-0.033	32	3
they were	-0.033	32	3
at me	-0.033	32	3
but now	-0.033	32	3
than it	-0.033	32	3
if that	-0.033	32	3
really want	-0.033	32	3
enough to	-0.034	63	6
today .	-0.036	641	62
are the	-0.039	73	7
to watch	-0.04	114	11
day has	-0.041	42	4
sleep ,	-0.041	42	4
when things	-0.041	42	4
my eyes	-0.041	42	4
love .	-0.041	42	4
people in	-0.041	42	4
news is	-0.041	42	4
2012 was	-0.041	42	4
me ?	-0.041	42	4
matter how	-0.042	83	8
tomorrow .	-0.043	452	44
to find	-0.043	165	16
you know	-0.044	175	17
good .	-0.047	246	24
with it	-0.047	52	5
down ,	-0.047	52	5
looks like	-0.049	113	11
not my	-0.05	62	6
that today	-0.05	62	6
left .	-0.05	62	6
change .	-0.053	72	7
up at	-0.053	72	7
waking up	-0.054	82	8
will not	-0.054	82	8
all of	-0.055	163	16
has to	-0.058	112	11
show me	-0.059	11	1
fit in	-0.059	11	1
with so	-0.059	11	1
the thunder	-0.059	11	1
real good	-0.059	11	1
wow i	-0.059	11	1
ll keep	-0.059	11	1
have enough	-0.059	11	1
today as	-0.059	11	1
about not	-0.059	11	1
of yourself	-0.059	11	1
thorns or	-0.059	11	1
was at	-0.059	11	1
already looking	-0.059	11	1
euro '	-0.059	11	1
with school	-0.059	11	1
with their	-0.059	11	1
happy again	-0.059	11	1
decide to	-0.059	11	1
way my	-0.059	11	1
right side	-0.059	11	1
to set	-0.059	11	1
to text	-0.059	11	1
is playing	-0.059	11	1
the phone	-0.059	11	1
need is	-0.059	11	1
make us	-0.059	11	1
pull it	-0.059	11	1
time left	-0.059	11	1
make myself	-0.059	11	1
do nothing	-0.059	11	1
sun has	-0.059	11	1
want the	-0.059	11	1
matter if	-0.059	11	1
this should	-0.059	11	1
keep that	-0.059	11	1
life gets	-0.059	11	1
in at	-0.059	11	1
run out	-0.059	11	1
never had	-0.059	11	1
said he	-0.059	11	1
next 5	-0.059	11	1
game for	-0.059	11	1
feeling ,	-0.059	11	1
first thing	-0.059	11	1
know today	-0.059	11	1
loss .	-0.059	11	1
them on	-0.059	11	1
haha yeah	-0.059	11	1
leave it	-0.059	11	1
they all	-0.059	11	1
it from	-0.059	11	1
the longest	-0.059	11	1
the first	-0.059	233	23
everybody !	-0.059	11	1
mean the	-0.059	11	1
interview tomorrow	-0.059	11	1
work the	-0.059	11	1
others ,	-0.059	11	1
2013 i	-0.059	11	1
along with	-0.059	11	1
on her	-0.059	11	1
memories .	-0.059	11	1
out too	-0.059	11	1
cup ,	-0.059	11	1
making my	-0.059	11	1
phone ,	-0.059	11	1
minute .	-0.059	11	1
staying up	-0.059	11	1
went out	-0.059	11	1
you not	-0.059	11	1
wins ,	-0.059	11	1
definitely be	-0.059	11	1
the doubt	-0.059	11	1
tho i	-0.059	11	1
who thinks	-0.059	11	1
thought you	-0.059	11	1
love !	-0.059	11	1
half ,	-0.059	11	1
for !	-0.059	11	1
this too	-0.059	11	1
be it	-0.059	11	1
and am	-0.059	11	1
are far	-0.059	11	1
this up	-0.059	11	1
where '	-0.059	11	1
only going	-0.059	11	1
way more	-0.059	11	1
by fast	-0.059	11	1
thing :	-0.059	11	1
beat them	-0.059	11	1
is trying	-0.059	11	1
planning on	-0.059	11	1
thinks i	-0.059	11	1
end this	-0.059	11	1
hundred weeds	-0.059	11	1
happening in	-0.059	11	1
nothing ,	-0.059	11	1
coming from	-0.059	11	1
once ,	-0.059	11	1
girls .	-0.059	11	1
this early	-0.059	11	1
you the	-0.059	11	1
own .	-0.059	11	1
one hour	-0.059	11	1
had no	-0.059	11	1
job i	-0.059	11	1
not what	-0.059	11	1
this be	-0.059	11	1
game tonight	-0.059	11	1
been nothing	-0.059	11	1
start tomorrow	-0.059	11	1
pretty happy	-0.059	11	1
to ace	-0.059	11	1
since we	-0.059	11	1
happy ending	-0.059	11	1
true but	-0.059	11	1
that hard	-0.059	11	1
new ,	-0.059	11	1
with good	-0.059	11	1
towards the	-0.059	11	1
now so	-0.059	11	1
and 1	-0.059	11	1
my only	-0.059	11	1
tell that	-0.059	11	1
of years	-0.059	11	1
progress .	-0.059	11	1
morning is	-0.059	11	1
of sunshine	-0.059	11	1
started .	-0.059	11	1
her to	-0.059	11	1
face !	-0.059	11	1
my old	-0.059	11	1
not give	-0.059	11	1
you take	-0.059	11	1
home in	-0.059	11	1
this shitty	-0.059	11	1
at first	-0.059	11	1
its over	-0.059	11	1
your time	-0.059	11	1
star wars	-0.059	11	1
easier .	-0.059	11	1
all bad	-0.059	11	1
like everyone	-0.059	11	1
that happens	-0.059	11	1
pass out	-0.059	11	1
loving life	-0.059	11	1
if people	-0.059	11	1
hope in	-0.059	11	1
say is	-0.059	11	1
get married	-0.059	11	1
break up	-0.059	11	1
on him	-0.059	11	1
friday the	-0.059	11	1
tomorrows gonna	-0.059	11	1
very excited	-0.059	11	1
hurt ,	-0.059	11	1
situation i	-0.059	11	1
means they	-0.059	11	1
it must	-0.059	11	1
up for	-0.06	142	14
now i	-0.061	162	16
end !	-0.063	21	2
one who	-0.063	21	2
ways to	-0.063	21	2
at 8	-0.063	21	2
actually get	-0.063	21	2
back home	-0.063	21	2
making it	-0.063	21	2
why ?	-0.063	21	2
next two	-0.063	21	2
up is	-0.063	21	2
luck !	-0.063	21	2
why you	-0.063	21	2
only hope	-0.063	21	2
at half	-0.063	21	2
who will	-0.063	21	2
stuff .	-0.063	21	2
can you	-0.063	21	2
nice and	-0.063	21	2
to begin	-0.063	21	2
wrong and	-0.063	21	2
my life	-0.063	664	66
winter break	-0.063	21	2
in there	-0.063	21	2
more positive	-0.065	41	4
that something	-0.065	31	3
few weeks	-0.065	31	3
valentine '	-0.065	31	3
wait till	-0.065	41	4
better be	-0.065	31	3
never give	-0.065	31	3
that when	-0.065	31	3
tomorrow morning	-0.065	41	4
in and	-0.065	31	3
is starting	-0.065	31	3
year to	-0.065	31	3
the olympics	-0.065	31	3
ve just	-0.065	31	3
things have	-0.065	41	4
one person	-0.065	31	3
think positive	-0.065	31	3
front of	-0.065	31	3
into my	-0.065	41	4
be going	-0.065	31	3
in front	-0.065	31	3
up my	-0.066	51	5
situation .	-0.066	51	5
with that	-0.066	71	7
so you	-0.066	51	5
this way	-0.066	51	5
where you	-0.066	51	5
do the	-0.066	51	5
to be	-0.069	2508	251
it ,	-0.073	190	19
so much	-0.074	299	30
things .	-0.075	130	13
to work	-0.075	259	26
